Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Social Anxiety, Emotional Intelligence, and Interpersonal Adjustment","Journal of Psychopathology and Behavioral Assessment","","28","1","10.1007/s10862-006-4542-1","Laura J. SummerfeldtPatricia H. KloostermanMartin M. AntonyJames D. A. Parker","2006","http://link.springer.com/article/10.1007/s10862-006-4542-1","Article"
"Emotional intelligence and academic motivation in primary school students","Psicologia: Reflexão e Crítica","","35","1","10.1186/s41155-022-00216-0","Julia AriasJorge G. Soto-CarballoMargarita R. Pino-Juste","2022","http://link.springer.com/article/10.1186/s41155-022-00216-0","Article"
"Types of Faith and Emotional Intelligence","Pastoral Psychology","","59","3","10.1007/s11089-009-0229-3","Ryan Williams LaMothe","2010","http://link.springer.com/article/10.1007/s11089-009-0229-3","Article"
"Integrating into Chemistry Teaching Today's Student's Visuospatial Talents and Skills, and the Teaching of Today's Chemistry's Graphical Language","Journal of Science Education and Technology","","13","1","10.1023/B:JOST.0000019641.93420.6f","Clarisse L. Habraken","2004","http://link.springer.com/article/10.1023/B%3AJOST.0000019641.93420.6f","Article"
"Intelligence and Achievement: A Behavioral Genetic Perspective","Educational Psychology Review","","12","2","10.1023/A:1009023415516","Stephen A. PetrillBessie Wilkerson","2000","http://link.springer.com/article/10.1023/A%3A1009023415516","Article"
"A Taxonomy of Knowledge Types for Use in Curriculum Design","Interchange","","35","1","10.1023/B:INCH.0000039020.49283.90","Robert N. Carson","2004","http://link.springer.com/article/10.1023/B%3AINCH.0000039020.49283.90","Article"
"Emotional intelligence and entrepreneurial intention among university undergraduates in Nigeria: exploring the mediating roles of self-efficacy domains","Journal of Innovation and Entrepreneurship","","13","1","10.1186/s13731-024-00367-7","Kenechukwu Joshua NwibeTheresa Chinyere Ogbuanya","2024","http://link.springer.com/article/10.1186/s13731-024-00367-7","Article"
"Gendered self-concept and gender as predictors of emotional intelligence: a comparison through of age","Current Psychology","","40","9","10.1007/s12144-020-00904-z","María Dolores Martínez-MarínCarmen MartínezConsuelo Paterna","2021","http://link.springer.com/article/10.1007/s12144-020-00904-z","Article"
"Emotional intelligence, perceived stress and academic performance of Sri Lankan medical undergraduates","BMC Medical Education","","17","1","10.1186/s12909-017-0884-5","P. RanasingheW. S. WathurapathaY. MathangasingheG. Ponnamperuma","2017","http://link.springer.com/article/10.1186/s12909-017-0884-5","Article"
"Polymorphic intelligence","Artificial Life and Robotics","","12","1 - 2","10.1007/s10015-007-0498-9","Luigi Pagliarini","2008","http://link.springer.com/article/10.1007/s10015-007-0498-9","Article"
"Advances in the assessment of cognitive skills using computer-based measurement","Behavior Research Methods","","44","1","10.3758/s13428-011-0136-2","Joseph C. KushMichael B. SpringJonathan Barkand","2012","http://link.springer.com/article/10.3758/s13428-011-0136-2","Article"
"Connecting brain and heart: artificial intelligence for sustainable development","Scientometrics","","127","12","10.1007/s11192-022-04299-5","Diego ChavarroJaime Andrés Perez-TabordaAlba Ávila","2022","http://link.springer.com/article/10.1007/s11192-022-04299-5","Article"
"Student success prediction in MOOCs","User Modeling and User-Adapted Interaction","","28","2","10.1007/s11257-018-9203-z","Josh GardnerChristopher Brooks","2018","http://link.springer.com/article/10.1007/s11257-018-9203-z","Article"
"Artificial Intelligence Models for Real-Time Bulk Density Prediction of Vertical Complex Lithology Using the Drilling Parameters","Arabian Journal for Science and Engineering","","47","9","10.1007/s13369-021-05537-3","Ashraf AhmedSalaheldin ElkatatnyHany GamalAbdulazeez Abdulraheem","2022","http://link.springer.com/article/10.1007/s13369-021-05537-3","Article"
"Higher Employee Engagement through Social Intelligence: A Perspective of Indian Scenario","Employee Responsibilities and Rights Journal","","35","1","10.1007/s10672-022-09404-7","Tanushree SanwalPuja Sareen","2023","http://link.springer.com/article/10.1007/s10672-022-09404-7","Article"
"Genetic foundations of human intelligence","Human Genetics","","126","1","10.1007/s00439-009-0655-4","Ian J. DearyW. JohnsonL. M. Houlihan","2009","http://link.springer.com/article/10.1007/s00439-009-0655-4","Article"
"The Relationship Between Nomophobia, Emotional Intelligence, Interpersonal Problem-Solving, Perceived Stress, and Self-esteem Among Undergraduate Students","Journal of Technology in Behavioral Science","","8","1","10.1007/s41347-022-00282-2","Fatma Gizem Karaoglan YilmazRamazan YilmazFatih Erdogdu","2023","http://link.springer.com/article/10.1007/s41347-022-00282-2","Article"
"A Survey on Collaborative DNN Inference for Edge Intelligence","Machine Intelligence Research","","20","3","10.1007/s11633-022-1391-7","Wei-Qing RenYu-Ben QuChao DongYu-Qian JingHao SunQi-Hui WuSong Guo","2023","http://link.springer.com/article/10.1007/s11633-022-1391-7","Article"
"Emotional Intelligence and Consumer Ethics: The Mediating Role of Personal Moral Philosophies","Journal of Business Ethics","","142","3","10.1007/s10551-015-2733-y","Rafi M. M. I. Chowdhury","2017","http://link.springer.com/article/10.1007/s10551-015-2733-y","Article"
"PASSCLAIM1—Mental state and performance","European Journal of Nutrition","","43","2","10.1007/s00394-004-1204-5","Joachim WestenhoeferFrance BellisleJohn E. BlundellJan de VriesDamian EdwardsWolfgang KallusHubert MilonDaphne PannemansSandra TuijtelaarsHely Tuorila","2004","http://link.springer.com/article/10.1007/s00394-004-1204-5","Article"
"On Taking Stories Seriously: Emotional and Moral Intelligences","Teaching Business Ethics","","5","4","10.1023/A:1012018302495","Jonathan KingJonathan Down","2001","http://link.springer.com/article/10.1023/A%3A1012018302495","Article"
"Data analysis for electronic nose systems","Microchimica Acta","","156","3 - 4","10.1007/s00604-006-0623-9","Simon M. ScottDavid JamesZulfiqur Ali","2006","http://link.springer.com/article/10.1007/s00604-006-0623-9","Article"
"White matter microstructure of superior longitudinal fasciculus II is associated with intelligence and treatment response of negative symptoms in patients with schizophrenia","Schizophrenia","","8","1","10.1038/s41537-022-00253-9","Joonho LeeJong-Soo OhChun-Il ParkMinji BangGihye SungSra JungSang-Hyuk Lee","2022","http://link.springer.com/article/10.1038/s41537-022-00253-9","Article"
"The challenges and writing practices of communicating artificial intelligence and machine learning in an era of hype","AI & SOCIETY","","","","10.1007/s00146-024-02049-0","John R. GallagherRebecca E. AvgoustopoulosAntonio HamiltonTogzhan Seilkhanova","2024","http://link.springer.com/article/10.1007/s00146-024-02049-0","Article"
"Design and development research: a model validation case","Educational Technology Research and Development","","57","4","10.1007/s11423-007-9075-0","Monica W. Tracey","2009","http://link.springer.com/article/10.1007/s11423-007-9075-0","Article"
"The effects of psychological factors on the performance of independent auditors in Iran","Current Psychology","","40","4","10.1007/s12144-018-0084-4","Mahdi SalehiZahra Dastanpoor","2021","http://link.springer.com/article/10.1007/s12144-018-0084-4","Article"
"Implicit theories of intelligence in STEM education: perspectives through the lens of technology education students","International Journal of Technology and Design Education","","29","1","10.1007/s10798-017-9438-8","Jeffrey BuckleyAdrian O’ConnorNiall SeeryTomás HylandDonal Canty","2019","http://link.springer.com/article/10.1007/s10798-017-9438-8","Article"
"Emotional intelligence, spiritual intelligence, depression and anxiety, and satisfaction with life among emerging adults in Israel and India: the impact of gender and individualism/collectivism","BMC Psychology","","12","1","10.1186/s40359-024-01806-6","Ofra WalterJonathan KaslerSurekha Routray","2024","http://link.springer.com/article/10.1186/s40359-024-01806-6","Article"
"47th Annual Conference of AOMSI","Journal of Maxillofacial and Oral Surgery","","22","2","10.1007/s12663-023-02037-9","","2023","http://link.springer.com/article/10.1007/s12663-023-02037-9","Article"
"EANM’23 Abstract Book Congress Sep 9-13, 2023","European Journal of Nuclear Medicine and Molecular Imaging","","50","1","10.1007/s00259-023-06333-x","","2023","http://link.springer.com/article/10.1007/s00259-023-06333-x","Article"
"34th Annual Meeting & Pre-Conference Programs of the Society for Immunotherapy of Cancer (SITC 2019): part 2","Journal for ImmunoTherapy of Cancer","","7","1","10.1186/s40425-019-0764-0","","2019","http://link.springer.com/article/10.1186/s40425-019-0764-0","Article"
"Well-being and Spirituality from a Korean Perspective: Based on the Study of Culture and Subjective Well-being","Pastoral Psychology","","56","6","10.1007/s11089-008-0134-1","Soo-Young Kwon","2008","http://link.springer.com/article/10.1007/s11089-008-0134-1","Article"
"Heritability Estimates of Intelligence in Twins: Effect of Chorion Type","Behavior Genetics","","31","2","10.1023/A:1010257512183","Nele JacobsSofie Van GestelCatherine DeromEvert ThieryPhilip VernonRobert DeromRobert Vlietinck","2001","http://link.springer.com/article/10.1023/A%3A1010257512183","Article"
"Deep graph learning for spatially-varying indoor lighting prediction","Science China Information Sciences","","66","3","10.1007/s11432-022-3576-9","Jiayang BaiJie GuoChenchen WangZhenyu ChenZhen HeShan YangPiaopiao YuYan ZhangYanwen Guo","2023","http://link.springer.com/article/10.1007/s11432-022-3576-9","Article"
"Development of an artificial intelligence curriculum design for children in Taiwan and its impact on learning outcomes","Humanities and Social Sciences Communications","","11","1","10.1057/s41599-024-03839-z","Hong-Guang ZhaoXin-Zhu LiXin Kang","2024","http://link.springer.com/article/10.1057/s41599-024-03839-z","Article"
"Scoping Review Shows the Dynamics and Complexities Inherent to the Notion of “Responsibility” in Artificial Intelligence within the Healthcare Context","Asian Bioethics Review","","16","3","10.1007/s41649-024-00292-7","Sarah Bouhouita-GuermechHazar Haidar","2024","http://link.springer.com/article/10.1007/s41649-024-00292-7","Article"
"Insights into airborne particulate matter: artificial intelligence-driven PM2.5 modelling in Hyderabad district, India","Stochastic Environmental Research and Risk Assessment","","","","10.1007/s00477-024-02728-w","Nandan A KAneesh Mathew","2024","http://link.springer.com/article/10.1007/s00477-024-02728-w","Article"
"Artificial intelligence as law","Artificial Intelligence and Law","","28","2","10.1007/s10506-020-09266-0","Bart Verheij","2020","http://link.springer.com/article/10.1007/s10506-020-09266-0","Article"
"Pigeon reaction time, Hick’s law, and intelligence","Psychonomic Bulletin & Review","","7","2","10.3758/BF03212983","Coryn VickreyAllen Neuringer","2000","http://link.springer.com/article/10.3758/BF03212983","Article"
"2023 World Molecular Imaging Congress Program","Molecular Imaging and Biology","","","","10.1007/s11307-024-01907-z","","2024","http://link.springer.com/article/10.1007/s11307-024-01907-z","Article"
"Cognitive-Social Sources of Wellbeing: Differentiating the Roles of Coping Style, Social Support and Emotional Intelligence","Journal of Happiness Studies","","17","6","10.1007/s10902-015-9703-z","Moshe ZeidnerGerald MatthewsDorit Olenik Shemesh","2016","http://link.springer.com/article/10.1007/s10902-015-9703-z","Article"
"Artificial intelligence enabled smart machining and machine tools","Journal of Mechanical Science and Technology","","36","1","10.1007/s12206-021-1201-0","Yu Sung ChuoJi Woong LeeChang Hyeon MunIn Woong NohSina RezvaniDong Chan KimJihyun LeeSang Won LeeSimon S. Park","2022","http://link.springer.com/article/10.1007/s12206-021-1201-0","Article"
"Cultural intelligence: A theory-based, short form measure","Journal of International Business Studies","","46","9","10.1057/jibs.2014.67","David C ThomasYuan LiaoZeynep AycanJean-Luc CerdinAndre A PekertiElizabeth C RavlinGünter K StahlMila B LazarovaHenry FockDenni ArliMiriam MoellerTyler G OkimotoFons van de Vijver","2015","http://link.springer.com/article/10.1057/jibs.2014.67","Article"
"Can Commercial Games Function as Intelligence Tests? A Pilot Study","The Computer Games Journal","","7","1","10.1007/s40869-018-0053-z","Jessie LimAdrian Furnham","2018","http://link.springer.com/article/10.1007/s40869-018-0053-z","Article"
